,item,itemLabel,itemDescription,drugs,drugsLabel
252,http://www.wikidata.org/entity/Q55783094,Fine-Lubinsky syndrome,"Fine-Lubinsky syndrome is characterised by psychomotor delay, brachycephaly with flat face, small nose, microstomia, cleft palate, cataract, hearing loss, hypoplastic scrotum and digital anomalies",,
253,http://www.wikidata.org/entity/Q25111774,Flaccid dysarthria,medical condition,,
254,http://www.wikidata.org/entity/Q5459852,Floating-Harbor syndrome,"genetic developmental disorder characterized by facial dysmorphism, short stature with delayed bone age, and expressive language delay",,
255,http://www.wikidata.org/entity/Q5464019,Foerster's syndrome,condition of compulsive punning described by German neurosurgeon Otfrid Foerster,,
256,http://www.wikidata.org/entity/Q108760799,Food avoidance emotional disorder,"A childhood emotional disorder in which food avoidance, in quantity and range, is the prominent feature, resulting in weight loss.",,
257,http://www.wikidata.org/entity/Q856736,Foreign accent syndrome,medical condition,,
258,http://www.wikidata.org/entity/Q5474830,Fountain syndrome,"Fountain syndrome is an extremely rare multi-systemic genetic disorder characterized by intellectual disability, deafness, skeletal abnormalities and coarse facial features",,
259,http://www.wikidata.org/entity/Q5477713,Fragmentation of memory,psychological disorder,,
260,http://www.wikidata.org/entity/Q6137182,Frankenstein syndrome,,,
261,http://www.wikidata.org/entity/Q1453767,Fregoli delusion,psychopathological syndrome,,
262,http://www.wikidata.org/entity/Q18411789,Fried syndrome,,,
263,http://www.wikidata.org/entity/Q15043641,Frontotemporal dementia and parkinsonism linked to chromosome 17,medical condition,,
264,http://www.wikidata.org/entity/Q3508635,Fryns syndrome,disease,,
265,http://www.wikidata.org/entity/Q55790270,Fryns-Smeets-Thiry syndrome,human disease,,
266,http://www.wikidata.org/entity/Q30314097,Functional somatic syndrome,medical condition,,
267,http://www.wikidata.org/entity/Q5512866,GAPO syndrome,"GAPO syndrome is a multiple congenital anomalies (MCA) syndrome involving connective tissue characterized by Growth retardation, Alopecia, Pseudoanodontia and Ocular manifestations",,
268,http://www.wikidata.org/entity/Q112629079,GATAD2B-associated neurodevelopmental disorder,medical condition,,
269,http://www.wikidata.org/entity/Q55787840,GM3 synthase deficiency,,,
270,http://www.wikidata.org/entity/Q5513797,GMS syndrome,medical condition,,
271,http://www.wikidata.org/entity/Q21082503,GRID2-related autosomal dominant spinocerebellar ataxia,human disease,,
272,http://www.wikidata.org/entity/Q107389455,GRIN disorder,midical disorder,,
273,http://www.wikidata.org/entity/Q3043478,GRN-related frontotemporal lobar degeneration with Tdp43 inclusions,Human disease,,
274,http://www.wikidata.org/entity/Q94262854,Gabriele-de Vries syndrome,human disease,,
275,http://www.wikidata.org/entity/Q911160,Ganser syndrome,rare dissociative disorder previously classified as a factitious disorder,,
276,http://www.wikidata.org/entity/Q55790274,Garret Tripp syndrome,human disease,,
277,http://www.wikidata.org/entity/Q9300438,Gear acquisition syndrome,,,
278,http://www.wikidata.org/entity/Q55345943,Gemignani syndrome,human disease,,
279,http://www.wikidata.org/entity/Q10864060,General adaptation syndrome,,,
280,http://www.wikidata.org/entity/Q5533246,Genitopatellar syndrome,medical condition,,
281,http://www.wikidata.org/entity/Q5535458,Geomelophagia,,,
282,http://www.wikidata.org/entity/Q383228,Gerstmann-Straussler-Scheinker syndrome,"prion disease characterized by adult onset of memory loss, dementia, ataxia, and pathologic deposition of amyloid-like plaques in the brain",,
283,http://www.wikidata.org/entity/Q1826263,Gestaltzerfall,visual agnosia,,
284,http://www.wikidata.org/entity/Q5557311,Ghost sickness,cultural belief,,
285,http://www.wikidata.org/entity/Q55783942,Giacheti syndrome,human disease,,
286,http://www.wikidata.org/entity/Q5562120,Gillespie syndrome,medical condition,,
287,http://www.wikidata.org/entity/Q5567102,Glass delusion,mental disorder from the Middle Ages,,
288,http://www.wikidata.org/entity/Q2680381,Godot's syndrome,anxiety regarding upcoming events,,
289,http://www.wikidata.org/entity/Q3508639,Goldberg-Shprintzen syndrome,"A syndrome characterized by intellectual disability, specific facial gestalt and Hirschsprung's disease (HSCR). It has material basis in homozygous mutation in the KIAA1279 gene on chromosome 10q21.1.",,
290,http://www.wikidata.org/entity/Q25324175,Gomez and López-Hernández syndrome,medical condition,,
291,http://www.wikidata.org/entity/Q3007167,Gorean subculture,subculture connected with John Norman's series of Gor novels,,
292,http://www.wikidata.org/entity/Q5588436,Gourmand syndrome,Rare eating disorder caused by injury to the frontal lobe,,
293,http://www.wikidata.org/entity/Q60574720,Grammar Pedantry Syndrome,,,
294,http://www.wikidata.org/entity/Q18392425,Graphorrhea,Disorder of incoherent written rambling,,
295,http://www.wikidata.org/entity/Q55781924,Grubben-de Cock-Borghgraef syndrome,,,
296,http://www.wikidata.org/entity/Q11811700,Guadeloupean parkinsonism,"Parkinsonism with dementia of Guadeloupe is characterised by symmetrical bradykinesia, predominantly axial rigidity, postural instability with early falls and cognitive decline with prominent features of frontal lobe dysfunction",,
297,http://www.wikidata.org/entity/Q65063382,HIDEA syndrome,medical condition,,
298,http://www.wikidata.org/entity/Q50846110,HSD10 disease,,,
299,http://www.wikidata.org/entity/Q5641058,Halal syndrome,human disease,,
300,http://www.wikidata.org/entity/Q55781926,Hall-Riggs syndrome,"Hall-Riggs syndrome is a very rare syndrome consisting of microcephaly with facial dysmorphism, spondylometaepiphyseal dysplasia and severe intellectual deficit",,
301,http://www.wikidata.org/entity/Q1459851,Hallermann-Streiff syndrome,congenital disorder,,
302,http://www.wikidata.org/entity/Q5643617,Haltlose personality disorder,proposed personality disorder,,
303,http://www.wikidata.org/entity/Q55788871,Hamel cerebro-palato-cardiac syndrome,,,
304,http://www.wikidata.org/entity/Q5656137,Harding ataxia,medical condition,,
305,http://www.wikidata.org/entity/Q55782932,Harrod syndrome,,,
306,http://www.wikidata.org/entity/Q5689498,Headache attributed to a substance or its withdrawal,medical condition,,
307,http://www.wikidata.org/entity/Q4116329,Health effects of wine,potential health effects resulting from drinking wine,,
308,http://www.wikidata.org/entity/Q426620,Heautoscopy,,,
309,http://www.wikidata.org/entity/Q50349632,Helsmoortel-Van Der Aa syndrome,An autosomal dominant non-syndromic intellectual disability that has material basis in an autosomal dominant mutation of ADNP on chromosome 20q13.13.,,
310,http://www.wikidata.org/entity/Q17145743,Hemimotor neglect,neuropsychological condition,,
311,http://www.wikidata.org/entity/Q55786116,Hern,,,
312,http://www.wikidata.org/entity/Q55780948,Hirsutism-skeletal dysplasia-intellectual disability syndrome,human disease,,
313,http://www.wikidata.org/entity/Q5880534,Holiday heart syndrome,medical condition,,
314,http://www.wikidata.org/entity/Q56014365,Holmes-Gang syndrome,,,
315,http://www.wikidata.org/entity/Q17030626,Homicidal ideation,common medical term for thoughts about homicide,,
316,http://www.wikidata.org/entity/Q190564,Huntington's disease,"rare neurodegenerative disorder of the central nervous system characterized by unwanted choreatic movements, behavioral and psychiatric disturbances and dementia","['http://www.wikidata.org/entity/Q413050', 'http://www.wikidata.org/entity/Q321285', 'http://www.wikidata.org/entity/Q144085', 'http://www.wikidata.org/entity/Q423520', 'http://www.wikidata.org/entity/Q413717']","['tetrabenazine', 'ubidecarenone', 'pimozide', 'perphenazine', '(RS)-baclofen']"
317,http://www.wikidata.org/entity/Q24977062,Huntington's disease-like syndrome,human disease,,
318,http://www.wikidata.org/entity/Q716847,Hwabyeong,mental illness,,
319,http://www.wikidata.org/entity/Q5952606,Hyalophagia,eating disorder that is characterized by an appetite for glass,,
320,http://www.wikidata.org/entity/Q5958196,Hyperkatifeia,,,
321,http://www.wikidata.org/entity/Q25111776,Hypermerimna,,,
322,http://www.wikidata.org/entity/Q17155582,Hypernasal speech,medical condition,,
323,http://www.wikidata.org/entity/Q5958422,Hyperorgasmia,,,
324,http://www.wikidata.org/entity/Q5958573,Hypersexual disorder,proposed diagnosis in clinical-psychology; prev. Nymphomania (f.) & Satyriasis (m.),,
325,http://www.wikidata.org/entity/Q5960001,Hypophonia,,,
326,http://www.wikidata.org/entity/Q16947142,Hysteroid dysphoria,,,
327,http://www.wikidata.org/entity/Q55346051,ITM2B amyloidosis,human disease,,
328,http://www.wikidata.org/entity/Q5986402,Ichthyoallyeinotoxism,hallucination caused by eating certain species of fish,,
329,http://www.wikidata.org/entity/Q5988100,Ideational apraxia,,,
330,http://www.wikidata.org/entity/Q25100073,Identity disturbance,deficiency or inability to maintain one or more major components of identity,,
331,http://www.wikidata.org/entity/Q38076020,Ideophrenia,"disused Russian psychiatric diagnosis, was gradually replaced by ""schizophrenia""",,
332,http://www.wikidata.org/entity/Q1656812,Idiolalia,"language,  unintelligible for other people, that  occurs in schizophrenia and similar diseases",,
333,http://www.wikidata.org/entity/Q2730080,Idiopathic Hypersomnia,neurological disorder which is characterized primarily by excessive sleep and excessive daytime sleepiness,,
334,http://www.wikidata.org/entity/Q259065,Imaginary friend,phenomenon where a friendship or other interpersonal relationship takes place in imagination,,
335,http://www.wikidata.org/entity/Q6005911,Impact of alcohol on aging,none,,
336,http://www.wikidata.org/entity/Q6029060,Infantile neuroaxonal dystrophy,describes several similar diseases,,
337,http://www.wikidata.org/entity/Q6029065,Infantile speech,,,
338,http://www.wikidata.org/entity/Q108018120,Infectious Psychosis,mental disorder occurring after or during a serious infectious disease,,
339,http://www.wikidata.org/entity/Q3043342,Intensive care unit delirium,,,
340,http://www.wikidata.org/entity/Q17142111,Interictal dysphoric disorder,,,
341,http://www.wikidata.org/entity/Q3417919,Intermetamorphosis,medical condition,,
342,http://www.wikidata.org/entity/Q831735,Internet addiction disorder,excessive internet use that causes psychological disorders.,,
343,http://www.wikidata.org/entity/Q3377827,Internet phobia,,,
344,http://www.wikidata.org/entity/Q1514248,Internet sex addiction,behavioral addiction,,
345,http://www.wikidata.org/entity/Q16944791,Intravenous Marijuana Syndrome,,,
346,http://www.wikidata.org/entity/Q13476327,Ipovlopsychophobia,,,
347,http://www.wikidata.org/entity/Q2703116,Isodicentric 15,medical condition,,
348,http://www.wikidata.org/entity/Q6160183,Jargon aphasia,type of aphasia involving noun selection difficulty,,
349,http://www.wikidata.org/entity/Q55782103,Jawad syndrome,human disease,,
350,http://www.wikidata.org/entity/Q1124410,Jerusalem syndrome,group of mental phenomena,,
351,http://www.wikidata.org/entity/Q16940647,Johnson–McMillin syndrome,"Johnson neuroectodermal syndrome is characterised by alopecia, anosmia or hyposmia, conductive deafness with malformed ears and microtia and/or atresia of the external auditory canal, and hypogonadotropic hypogonadism",,
352,http://www.wikidata.org/entity/Q1101694,Joubert syndrome,"Joubert syndrome (JS) is characterized by congenital malformation of the brainstem and agenesis or hypoplasia of the cerebellar vermis leading to an abnormal respiratory pattern, nystagmus, hypotonia, ataxia, and delay in achieving motor milestones",,
353,http://www.wikidata.org/entity/Q55345933,Joubert syndrome and related disorders,,,
354,http://www.wikidata.org/entity/Q56014367,Juberg-Marsidi syndrome,,,
355,http://www.wikidata.org/entity/Q1718432,KBG syndrome,"syndrome that is characterized by short stature, moderate to severe degrees of mental retardation, developmental abnormalities of the limbs, bones of the spine (vertebrae), extremities, and/or underdevelopment of the bones of the skeleton",,
356,http://www.wikidata.org/entity/Q4420151,Kandinsky–Clérambault syndrome,"psychopathological syndrome (constellation of symptoms), occurring in schizophrenia",,
357,http://www.wikidata.org/entity/Q17128230,Kapur–Toriello syndrome,"Kapur-Toriello syndrome is an extremely rare syndrome characterized by facial dysmorphism, severe intellectual deficiency, cardiac and intestinal anomalies, and growth retardation",,
358,http://www.wikidata.org/entity/Q6368059,Karak syndrome,medical condition,,
359,http://www.wikidata.org/entity/Q6374996,Katagelasticism,human psychological condition,,
360,http://www.wikidata.org/entity/Q6378691,Kaufman oculocerebrofacial syndrome,. An autosomal recessive mode of inheritance seems most likely.,,
361,http://www.wikidata.org/entity/Q6395632,Keutel syndrome,"Keutel syndrome is characterised by diffuse cartilage calcification, brachytelephalangism, peripheral pulmonary artery stenoses and facial dysmorphism",,
362,http://www.wikidata.org/entity/Q6410625,Kindling,medical condition,,
363,http://www.wikidata.org/entity/Q6420021,Klazomania,compulsive shouting,,
364,http://www.wikidata.org/entity/Q613809,Kleine-Levin syndrome,recurrent hypersomnia that is characterized by recurring periods of excessive amounts of sleep and altered behavior,,
365,http://www.wikidata.org/entity/Q367929,Klüver–Bucy syndrome,syndrome resulting from bilateral lesions of the medial temporal lobe,,
366,http://www.wikidata.org/entity/Q55790322,Koone Rizzo Elias syndrome,human disease,,
367,http://www.wikidata.org/entity/Q622901,Korsakoff's syndrome,mental illness caused by a lack of thiamine in the brain,,
368,http://www.wikidata.org/entity/Q55790341,Kozlowski Ouvrier syndrome,human disease,,
369,http://www.wikidata.org/entity/Q55790347,Kozlowski Rafinski Klicharska syndrome,human disease,,
370,http://www.wikidata.org/entity/Q3043340,Kretschmer’s sensitive paranoia,,,
