item,itemLabel,itemDescription
http://www.wikidata.org/entity/Q55790274,Garret Tripp syndrome,human disease
http://www.wikidata.org/entity/Q9300438,Gear acquisition syndrome,
http://www.wikidata.org/entity/Q55345943,Gemignani syndrome,human disease
http://www.wikidata.org/entity/Q10864060,General adaptation syndrome,
http://www.wikidata.org/entity/Q5533246,Genitopatellar syndrome,medical condition
http://www.wikidata.org/entity/Q5535458,Geomelophagia,
http://www.wikidata.org/entity/Q383228,Gerstmann-Straussler-Scheinker syndrome,"prion disease characterized by adult onset of memory loss, dementia, ataxia, and pathologic deposition of amyloid-like plaques in the brain"
http://www.wikidata.org/entity/Q1826263,Gestaltzerfall,visual agnosia
http://www.wikidata.org/entity/Q5557311,Ghost sickness,cultural belief
http://www.wikidata.org/entity/Q55783942,Giacheti syndrome,human disease
http://www.wikidata.org/entity/Q5562120,Gillespie syndrome,medical condition
http://www.wikidata.org/entity/Q5567102,Glass delusion,mental disorder from the Middle Ages
http://www.wikidata.org/entity/Q2680381,Godot's syndrome,anxiety regarding upcoming events
http://www.wikidata.org/entity/Q3508639,Goldberg-Shprintzen syndrome,"A syndrome characterized by intellectual disability, specific facial gestalt and Hirschsprung's disease (HSCR). It has material basis in homozygous mutation in the KIAA1279 gene on chromosome 10q21.1."
http://www.wikidata.org/entity/Q25324175,Gomez and López-Hernández syndrome,medical condition
http://www.wikidata.org/entity/Q3007167,Gorean subculture,subculture connected with John Norman's series of Gor novels
http://www.wikidata.org/entity/Q5588436,Gourmand syndrome,Rare eating disorder caused by injury to the frontal lobe
http://www.wikidata.org/entity/Q60574720,Grammar Pedantry Syndrome,
http://www.wikidata.org/entity/Q18392425,Graphorrhea,Disorder of incoherent written rambling
http://www.wikidata.org/entity/Q55781924,Grubben-de Cock-Borghgraef syndrome,
http://www.wikidata.org/entity/Q11811700,Guadeloupean parkinsonism,"Parkinsonism with dementia of Guadeloupe is characterised by symmetrical bradykinesia, predominantly axial rigidity, postural instability with early falls and cognitive decline with prominent features of frontal lobe dysfunction"
http://www.wikidata.org/entity/Q65063382,HIDEA syndrome,medical condition
http://www.wikidata.org/entity/Q50846110,HSD10 disease,
http://www.wikidata.org/entity/Q5641058,Halal syndrome,human disease
http://www.wikidata.org/entity/Q55781926,Hall-Riggs syndrome,"Hall-Riggs syndrome is a very rare syndrome consisting of microcephaly with facial dysmorphism, spondylometaepiphyseal dysplasia and severe intellectual deficit"
http://www.wikidata.org/entity/Q1459851,Hallermann-Streiff syndrome,congenital disorder
http://www.wikidata.org/entity/Q5643617,Haltlose personality disorder,proposed personality disorder
http://www.wikidata.org/entity/Q55788871,Hamel cerebro-palato-cardiac syndrome,
http://www.wikidata.org/entity/Q5656137,Harding ataxia,medical condition
http://www.wikidata.org/entity/Q55782932,Harrod syndrome,
http://www.wikidata.org/entity/Q5689498,Headache attributed to a substance or its withdrawal,medical condition
http://www.wikidata.org/entity/Q4116329,Health effects of wine,potential health effects resulting from drinking wine
http://www.wikidata.org/entity/Q426620,Heautoscopy,
http://www.wikidata.org/entity/Q50349632,Helsmoortel-Van Der Aa syndrome,An autosomal dominant non-syndromic intellectual disability that has material basis in an autosomal dominant mutation of ADNP on chromosome 20q13.13.
http://www.wikidata.org/entity/Q17145743,Hemimotor neglect,neuropsychological condition
http://www.wikidata.org/entity/Q55786116,Hern,
http://www.wikidata.org/entity/Q55780948,Hirsutism-skeletal dysplasia-intellectual disability syndrome,human disease
http://www.wikidata.org/entity/Q5880534,Holiday heart syndrome,medical condition
http://www.wikidata.org/entity/Q56014365,Holmes-Gang syndrome,
http://www.wikidata.org/entity/Q17030626,Homicidal ideation,common medical term for thoughts about homicide
http://www.wikidata.org/entity/Q190564,Huntington's disease,"rare neurodegenerative disorder of the central nervous system characterized by unwanted choreatic movements, behavioral and psychiatric disturbances and dementia"
http://www.wikidata.org/entity/Q24977062,Huntington's disease-like syndrome,human disease
http://www.wikidata.org/entity/Q716847,Hwabyeong,mental illness
http://www.wikidata.org/entity/Q5952606,Hyalophagia,eating disorder that is characterized by an appetite for glass
http://www.wikidata.org/entity/Q5958196,Hyperkatifeia,
http://www.wikidata.org/entity/Q25111776,Hypermerimna,
http://www.wikidata.org/entity/Q17155582,Hypernasal speech,medical condition
http://www.wikidata.org/entity/Q5958422,Hyperorgasmia,
http://www.wikidata.org/entity/Q5958573,Hypersexual disorder,proposed diagnosis in clinical-psychology; prev. Nymphomania (f.) & Satyriasis (m.)
http://www.wikidata.org/entity/Q5960001,Hypophonia,
http://www.wikidata.org/entity/Q16947142,Hysteroid dysphoria,
http://www.wikidata.org/entity/Q55346051,ITM2B amyloidosis,human disease
http://www.wikidata.org/entity/Q5986402,Ichthyoallyeinotoxism,hallucination caused by eating certain species of fish
http://www.wikidata.org/entity/Q5988100,Ideational apraxia,
http://www.wikidata.org/entity/Q25100073,Identity disturbance,deficiency or inability to maintain one or more major components of identity
http://www.wikidata.org/entity/Q38076020,Ideophrenia,"disused Russian psychiatric diagnosis, was gradually replaced by ""schizophrenia"""
http://www.wikidata.org/entity/Q1656812,Idiolalia,"language,  unintelligible for other people, that  occurs in schizophrenia and similar diseases"
http://www.wikidata.org/entity/Q2730080,Idiopathic Hypersomnia,neurological disorder which is characterized primarily by excessive sleep and excessive daytime sleepiness
http://www.wikidata.org/entity/Q259065,Imaginary friend,phenomenon where a friendship or other interpersonal relationship takes place in imagination
http://www.wikidata.org/entity/Q6005911,Impact of alcohol on aging,none
http://www.wikidata.org/entity/Q6029060,Infantile neuroaxonal dystrophy,describes several similar diseases
http://www.wikidata.org/entity/Q6029065,Infantile speech,
http://www.wikidata.org/entity/Q108018120,Infectious Psychosis,mental disorder occurring after or during a serious infectious disease
http://www.wikidata.org/entity/Q3043342,Intensive care unit delirium,
http://www.wikidata.org/entity/Q17142111,Interictal dysphoric disorder,
http://www.wikidata.org/entity/Q3417919,Intermetamorphosis,medical condition
http://www.wikidata.org/entity/Q831735,Internet addiction disorder,excessive internet use that causes psychological disorders.
http://www.wikidata.org/entity/Q3377827,Internet phobia,
http://www.wikidata.org/entity/Q1514248,Internet sex addiction,behavioral addiction
http://www.wikidata.org/entity/Q16944791,Intravenous Marijuana Syndrome,
http://www.wikidata.org/entity/Q13476327,Ipovlopsychophobia,
http://www.wikidata.org/entity/Q2703116,Isodicentric 15,medical condition
http://www.wikidata.org/entity/Q6160183,Jargon aphasia,type of aphasia involving noun selection difficulty
http://www.wikidata.org/entity/Q55782103,Jawad syndrome,human disease
http://www.wikidata.org/entity/Q1124410,Jerusalem syndrome,group of mental phenomena
http://www.wikidata.org/entity/Q16940647,Johnson–McMillin syndrome,"Johnson neuroectodermal syndrome is characterised by alopecia, anosmia or hyposmia, conductive deafness with malformed ears and microtia and/or atresia of the external auditory canal, and hypogonadotropic hypogonadism"
http://www.wikidata.org/entity/Q1101694,Joubert syndrome,"Joubert syndrome (JS) is characterized by congenital malformation of the brainstem and agenesis or hypoplasia of the cerebellar vermis leading to an abnormal respiratory pattern, nystagmus, hypotonia, ataxia, and delay in achieving motor milestones"
http://www.wikidata.org/entity/Q55345933,Joubert syndrome and related disorders,
http://www.wikidata.org/entity/Q56014367,Juberg-Marsidi syndrome,
http://www.wikidata.org/entity/Q1718432,KBG syndrome,"syndrome that is characterized by short stature, moderate to severe degrees of mental retardation, developmental abnormalities of the limbs, bones of the spine (vertebrae), extremities, and/or underdevelopment of the bones of the skeleton"
http://www.wikidata.org/entity/Q4420151,Kandinsky–Clérambault syndrome,"psychopathological syndrome (constellation of symptoms), occurring in schizophrenia"
http://www.wikidata.org/entity/Q17128230,Kapur–Toriello syndrome,"Kapur-Toriello syndrome is an extremely rare syndrome characterized by facial dysmorphism, severe intellectual deficiency, cardiac and intestinal anomalies, and growth retardation"
http://www.wikidata.org/entity/Q6368059,Karak syndrome,medical condition
http://www.wikidata.org/entity/Q6374996,Katagelasticism,human psychological condition
http://www.wikidata.org/entity/Q6378691,Kaufman oculocerebrofacial syndrome,. An autosomal recessive mode of inheritance seems most likely.
http://www.wikidata.org/entity/Q6395632,Keutel syndrome,"Keutel syndrome is characterised by diffuse cartilage calcification, brachytelephalangism, peripheral pulmonary artery stenoses and facial dysmorphism"
http://www.wikidata.org/entity/Q6410625,Kindling,medical condition
http://www.wikidata.org/entity/Q6420021,Klazomania,compulsive shouting
http://www.wikidata.org/entity/Q613809,Kleine-Levin syndrome,recurrent hypersomnia that is characterized by recurring periods of excessive amounts of sleep and altered behavior
http://www.wikidata.org/entity/Q367929,Klüver–Bucy syndrome,syndrome resulting from bilateral lesions of the medial temporal lobe
http://www.wikidata.org/entity/Q55790322,Koone Rizzo Elias syndrome,human disease
http://www.wikidata.org/entity/Q622901,Korsakoff's syndrome,mental illness caused by a lack of thiamine in the brain
http://www.wikidata.org/entity/Q55790341,Kozlowski Ouvrier syndrome,human disease
http://www.wikidata.org/entity/Q55790347,Kozlowski Rafinski Klicharska syndrome,human disease
http://www.wikidata.org/entity/Q3043340,Kretschmer’s sensitive paranoia,
http://www.wikidata.org/entity/Q6441908,Kufor-Rakeb syndrome,"Kufor-Rakeb syndrome (KRS) is a rare genetic neurodegenerative disorder characterized by juvenile Parkinsonism, pyramidal degeneration (dystonia), supranuclear palsy, and cognitive impairment"
http://www.wikidata.org/entity/Q2555537,Lacunar amnesia,AMNESIA LACUNAR
http://www.wikidata.org/entity/Q18757595,Lalophobia,
http://www.wikidata.org/entity/Q55784997,Lamb-Shaffer syndrome,human disease
http://www.wikidata.org/entity/Q55782031,Lambert syndrome,
http://www.wikidata.org/entity/Q17148671,Language-based learning disability,
http://www.wikidata.org/entity/Q3508664,Lasthenie de Ferjol syndrome,
http://www.wikidata.org/entity/Q438896,Late life depression,
http://www.wikidata.org/entity/Q3961678,Laurence-Moon syndrome,"rare autosomal recessive genetic disorder associated with retinitis pigmentosa, spastic paraplegia, and mental disabilities"
http://www.wikidata.org/entity/Q6510192,Learning problems in childhood cancer,
http://www.wikidata.org/entity/Q6523462,Lenz–Majewski syndrome,"Lenz-Majewski hyperostotic dwarfism is an extremely rare syndrome associating dwarfism, characteristic facial appearance, cutis laxa and progressive bone sclerosis"
http://www.wikidata.org/entity/Q6530306,Leschke syndrome,
http://www.wikidata.org/entity/Q6534830,Levamisole Induced Necrosis Syndrome,
http://www.wikidata.org/entity/Q1331905,Lewy body dementia,type of dementia
http://www.wikidata.org/entity/Q63943905,Limbic-predominant age-related TDP-43 encephalopathy,form of dementia
http://www.wikidata.org/entity/Q6672148,Long-term impact of alcohol on the brain,effect of alcohol consumption
http://www.wikidata.org/entity/Q6693036,Low pressure hydrocephalus,medical condition
http://www.wikidata.org/entity/Q6694174,Lowry–MacLean syndrome,"Lowry-MacLean syndrome is a very rare syndrome characterized by microcephaly, craniosynostosis, glaucoma, growth failure and visceral malformations"
http://www.wikidata.org/entity/Q640836,Lujan–Fryns syndrome,rare genetic condition in humans
http://www.wikidata.org/entity/Q3508653,Lytico-bodig disease,human disease
http://www.wikidata.org/entity/Q55783809,MAFD4,human disease
http://www.wikidata.org/entity/Q55783819,MAFD6,human disease
http://www.wikidata.org/entity/Q55787983,MAN1B1-CDG,(9q34.3).
http://www.wikidata.org/entity/Q6714500,MASA syndrome,"hereditary spastic paraplegia that is characterized by hydrocephalus, spasticity of the lower limbs, adducted thumbs, aphasia, seizures, agenesis of the corpus callosum and intellectual disability in the mild to moderate range"
http://www.wikidata.org/entity/Q24975607,MECP2 duplication syndrome,Human disease
http://www.wikidata.org/entity/Q22030615,MEDNIK syndrome,"A syndrome characterized by mental retardation, enteropathy, deafness, peripheral neuropathy, ichthyosis, and keratoderma. It is cause by homozygous mutation in the AP1S1 gene on chromosome 7q22."
